Bad_Practices,Good_Practices
<td style=header>Hello</td>,<td style='header'>Hello</td>
<h2 src=header>Link</h2>,<h2 src='header'>Link</h2>
<td style=width:100px>Hello</td>,<td style='width:100px'>Hello</td>
<h3 class=width:100px>Content</h3>,<h3 class='width:100px'>Content</h3>
<tr class='link.html'>List Item,<tr class='link.html'>List Item</tr>
<div style=description>Data</div>,<div style='description'>Data</div>
<ul><tr>Hello</ul></tr>,<tr><ul>Hello</ul></tr>
<td style=link.html>Link</td>,<td style='link.html'>Link</td>
<table><li>Text</table></li>,<li><table>Text</table></li>
<tr><p>Hello</tr></p>,<p><tr>Hello</tr></p>
<p style='link.html'>Hello,<p style='link.html'>Hello</p>
<td href=image.jpg>Hello</td>,<td href='image.jpg'>Hello</td>
<li href='container'>List Item,<li href='container'>List Item</li>
<h2 id='container'>Title,<h2 id='container'>Title</h2>
<h3 alt=container>Hello</h3>,<h3 alt='container'>Hello</h3>
<a class=image.jpg>Link</a>,<a class='image.jpg'>Link</a>
<span style=header>Content</span>,<span style='header'>Content</span>
<tr class=header>Link</tr>,<tr class='header'>Link</tr>
<p><span>Text</p></span>,<span><p>Text</p></span>
<ul alt=container>List Item</ul>,<ul alt='container'>List Item</ul>
<li><ul>List Item</li></ul>,<ul><li>List Item</li></ul>
<h1><p>List Item</h1></p>,<p><h1>List Item</h1></p>
<td class='container'>Text,<td class='container'>Text</td>
<h2 src=header>Title</h2>,<h2 src='header'>Title</h2>
<h1><span>Link</h1></span>,<span><h1>Link</h1></span>
<p id=link.html>Text</p>,<p id='link.html'>Text</p>
<tr href='description'>List Item,<tr href='description'>List Item</tr>
<h2><p>Hello</h2></p>,<p><h2>Hello</h2></p>
<h2><div>Link</h2></div>,<div><h2>Link</h2></div>
<h1 src='link.html'>Text,<h1 src='link.html'>Text</h1>
<tr><h3>Title</tr></h3>,<h3><tr>Title</tr></h3>
<td href=header>Data</td>,<td href='header'>Data</td>
<li><p>Link</li></p>,<p><li>Link</li></p>
<h2 id=description>Content</h2>,<h2 id='description'>Content</h2>
<table style=description>Text</table>,<table style='description'>Text</table>
<span href='container'>Data,<span href='container'>Data</span>
<span src=container>List Item</span>,<span src='container'>List Item</span>
<div alt='container'>Data,<div alt='container'>Data</div>
<h2 style='description'>Text,<h2 style='description'>Text</h2>
<h3 src='container'>Text,<h3 src='container'>Text</h3>
<tr alt='width:100px'>Content,<tr alt='width:100px'>Content</tr>
<li src='container'>Title,<li src='container'>Title</li>
<p class=header>Title</p>,<p class='header'>Title</p>
<a class=image.jpg>Content</a>,<a class='image.jpg'>Content</a>
<ul id='link.html'>Link,<ul id='link.html'>Link</ul>
<table class=image.jpg>Hello</table>,<table class='image.jpg'>Hello</table>
<a class=description>Hello</a>,<a class='description'>Hello</a>
<h1 href='image.jpg'>List Item,<h1 href='image.jpg'>List Item</h1>
<span><p>Content</span></p>,<p><span>Content</span></p>
<h2 style=container>Content</h2>,<h2 style='container'>Content</h2>
<h1 style='description'>Hello,<h1 style='description'>Hello</h1>
<td href=image.jpg>Title</td>,<td href='image.jpg'>Title</td>
<ul alt='container'>Data,<ul alt='container'>Data</ul>
<span src='image.jpg'>Hello,<span src='image.jpg'>Hello</span>
<h1 class=container>Text</h1>,<h1 class='container'>Text</h1>
<h1><table>Title</h1></table>,<table><h1>Title</h1></table>
<a id=link.html>Link</a>,<a id='link.html'>Link</a>
<table href=description>Content</table>,<table href='description'>Content</table>
<table class='image.jpg'>Content,<table class='image.jpg'>Content</table>
<td src=header>List Item</td>,<td src='header'>List Item</td>
<p class='width:100px'>Title,<p class='width:100px'>Title</p>
<li href=container>Link</li>,<li href='container'>Link</li>
<h1><p>Title</h1></p>,<p><h1>Title</h1></p>
<h2><span>Text</h2></span>,<span><h2>Text</h2></span>
<table class=link.html>Text</table>,<table class='link.html'>Text</table>
<td alt=image.jpg>List Item</td>,<td alt='image.jpg'>List Item</td>
<a alt=header>Link</a>,<a alt='header'>Link</a>
<h2 href=container>Title</h2>,<h2 href='container'>Title</h2>
<li style=image.jpg>Link</li>,<li style='image.jpg'>Link</li>
<tr id='image.jpg'>Text,<tr id='image.jpg'>Text</tr>
<td alt='width:100px'>Hello,<td alt='width:100px'>Hello</td>
<ul href='container'>Text,<ul href='container'>Text</ul>
<p alt='header'>Hello,<p alt='header'>Hello</p>
<h1 alt=image.jpg>Title</h1>,<h1 alt='image.jpg'>Title</h1>
<p><div>Link</p></div>,<div><p>Link</p></div>
<p style='header'>Text,<p style='header'>Text</p>
<td><a>Link</td></a>,<a><td>Link</td></a>
<div style='link.html'>Content,<div style='link.html'>Content</div>
<table style=description>Data</table>,<table style='description'>Data</table>
<li><table>Content</li></table>,<table><li>Content</li></table>
<div alt=width:100px>List Item</div>,<div alt='width:100px'>List Item</div>
<p style=container>Content</p>,<p style='container'>Content</p>
<tr><div>List Item</tr></div>,<div><tr>List Item</tr></div>
<h2><ul>Title</h2></ul>,<ul><h2>Title</h2></ul>
<td href='link.html'>List Item,<td href='link.html'>List Item</td>
<h3 class='link.html'>List Item,<h3 class='link.html'>List Item</h3>
<td id=header>Title</td>,<td id='header'>Title</td>
<div href='link.html'>Text,<div href='link.html'>Text</div>
<ul src='description'>Title,<ul src='description'>Title</ul>
<td style=image.jpg>List Item</td>,<td style='image.jpg'>List Item</td>
<li class='header'>Title,<li class='header'>Title</li>
<td alt='header'>Content,<td alt='header'>Content</td>
<ul class=width:100px>List Item</ul>,<ul class='width:100px'>List Item</ul>
<li class=image.jpg>List Item</li>,<li class='image.jpg'>List Item</li>
<li><table>Data</li></table>,<table><li>Data</li></table>
<span id='width:100px'>Link,<span id='width:100px'>Link</span>
<span><td>Data</span></td>,<td><span>Data</span></td>
<h2 class='header'>Content,<h2 class='header'>Content</h2>
<h1 style=container>Hello</h1>,<h1 style='container'>Hello</h1>
<td alt='header'>List Item,<td alt='header'>List Item</td>
<h1 id='container'>Text,<h1 id='container'>Text</h1>
<span class='image.jpg'>Title,<span class='image.jpg'>Title</span>
<h3 src=header>Text</h3>,<h3 src='header'>Text</h3>
<td id=header>List Item</td>,<td id='header'>List Item</td>
<h3 class='image.jpg'>Data,<h3 class='image.jpg'>Data</h3>
<ul class='link.html'>Data,<ul class='link.html'>Data</ul>
<ul id=container>Content</ul>,<ul id='container'>Content</ul>
<div alt=image.jpg>Content</div>,<div alt='image.jpg'>Content</div>
<div style='image.jpg'>Content,<div style='image.jpg'>Content</div>
<table><tr>Hello</table></tr>,<tr><table>Hello</table></tr>
<h2 class=header>List Item</h2>,<h2 class='header'>List Item</h2>
<tr id=width:100px>Title</tr>,<tr id='width:100px'>Title</tr>
<ul id=link.html>List Item</ul>,<ul id='link.html'>List Item</ul>
<table style='description'>Hello,<table style='description'>Hello</table>
<ul href='container'>Content,<ul href='container'>Content</ul>
<li id=container>Hello</li>,<li id='container'>Hello</li>
<h1 style=container>Content</h1>,<h1 style='container'>Content</h1>
<ul src='link.html'>Link,<ul src='link.html'>Link</ul>
<td alt='header'>Link,<td alt='header'>Link</td>
<h2 id='link.html'>Hello,<h2 id='link.html'>Hello</h2>
<a><span>Content</a></span>,<span><a>Content</a></span>
<td style='container'>Link,<td style='container'>Link</td>
<h2 class=header>Title</h2>,<h2 class='header'>Title</h2>
<tr><td>List Item</tr></td>,<td><tr>List Item</tr></td>
<li src=link.html>Content</li>,<li src='link.html'>Content</li>
<h3 class='header'>Title,<h3 class='header'>Title</h3>
<h3 href='image.jpg'>Title,<h3 href='image.jpg'>Title</h3>
<table style=header>Text</table>,<table style='header'>Text</table>
<td alt=description>List Item</td>,<td alt='description'>List Item</td>
<table alt='link.html'>Text,<table alt='link.html'>Text</table>
<h3 href=image.jpg>Hello</h3>,<h3 href='image.jpg'>Hello</h3>
<a style='container'>Content,<a style='container'>Content</a>
<tr style=image.jpg>Content</tr>,<tr style='image.jpg'>Content</tr>
<table alt=description>Title</table>,<table alt='description'>Title</table>
<span><p>Link</span></p>,<p><span>Link</span></p>
<p src=header>Link</p>,<p src='header'>Link</p>
<h1><span>Text</h1></span>,<span><h1>Text</h1></span>
<table style=container>Title</table>,<table style='container'>Title</table>
<span class=link.html>Text</span>,<span class='link.html'>Text</span>
<h1 alt=image.jpg>Link</h1>,<h1 alt='image.jpg'>Link</h1>
<div src='link.html'>Data,<div src='link.html'>Data</div>
<h2 style='link.html'>Content,<h2 style='link.html'>Content</h2>
<p><td>List Item</p></td>,<td><p>List Item</p></td>
<h1 src='width:100px'>Title,<h1 src='width:100px'>Title</h1>
<td id=description>Text</td>,<td id='description'>Text</td>
<ul href=width:100px>Data</ul>,<ul href='width:100px'>Data</ul>
<span><p>List Item</span></p>,<p><span>List Item</span></p>
<ul style=width:100px>Text</ul>,<ul style='width:100px'>Text</ul>
<h1 id='image.jpg'>Content,<h1 id='image.jpg'>Content</h1>
<span><td>Text</span></td>,<td><span>Text</span></td>
<p style='link.html'>Link,<p style='link.html'>Link</p>
<span id='image.jpg'>Title,<span id='image.jpg'>Title</span>
<td><table>Text</td></table>,<table><td>Text</td></table>
<ul class=link.html>Link</ul>,<ul class='link.html'>Link</ul>
<p><table>Content</p></table>,<table><p>Content</p></table>
<h3 style='container'>Title,<h3 style='container'>Title</h3>
<div class=container>Hello</div>,<div class='container'>Hello</div>
<h1 id=container>Content</h1>,<h1 id='container'>Content</h1>
<ul href=width:100px>Hello</ul>,<ul href='width:100px'>Hello</ul>
<tr><h1>Data</tr></h1>,<h1><tr>Data</tr></h1>
<a alt='width:100px'>Data,<a alt='width:100px'>Data</a>
<ul class=header>Hello</ul>,<ul class='header'>Hello</ul>
<tr id='header'>Title,<tr id='header'>Title</tr>
<td class=description>Title</td>,<td class='description'>Title</td>
<div><a>Data</div></a>,<a><div>Data</div></a>
<li src='link.html'>Data,<li src='link.html'>Data</li>
<p id='container'>List Item,<p id='container'>List Item</p>
<p alt=container>List Item</p>,<p alt='container'>List Item</p>
<tr href='container'>List Item,<tr href='container'>List Item</tr>
<tr><li>List Item</tr></li>,<li><tr>List Item</tr></li>
<h3 href=image.jpg>Content</h3>,<h3 href='image.jpg'>Content</h3>
<li href=link.html>Text</li>,<li href='link.html'>Text</li>
<td><h1>Data</td></h1>,<h1><td>Data</td></h1>
<h1 href='description'>Hello,<h1 href='description'>Hello</h1>
<span style='image.jpg'>Data,<span style='image.jpg'>Data</span>
<ul href='header'>List Item,<ul href='header'>List Item</ul>
<table><div>Hello</table></div>,<div><table>Hello</table></div>
<div href=description>Link</div>,<div href='description'>Link</div>
<div><span>Text</div></span>,<span><div>Text</div></span>
<tr class='width:100px'>Content,<tr class='width:100px'>Content</tr>
<ul style=width:100px>List Item</ul>,<ul style='width:100px'>List Item</ul>
<div style='container'>Text,<div style='container'>Text</div>
<h3 href='header'>Hello,<h3 href='header'>Hello</h3>
<table alt='image.jpg'>Data,<table alt='image.jpg'>Data</table>
<ul class='container'>Content,<ul class='container'>Content</ul>
<td src=container>Content</td>,<td src='container'>Content</td>
<div src=description>Text</div>,<div src='description'>Text</div>
<h3><ul>Link</h3></ul>,<ul><h3>Link</h3></ul>
<tr href=description>Title</tr>,<tr href='description'>Title</tr>
<table style='link.html'>Link,<table style='link.html'>Link</table>
<h1 src=width:100px>List Item</h1>,<h1 src='width:100px'>List Item</h1>
<span alt='width:100px'>Text,<span alt='width:100px'>Text</span>
<div href='header'>Link,<div href='header'>Link</div>
<div style='container'>Content,<div style='container'>Content</div>
<a id=header>List Item</a>,<a id='header'>List Item</a>
<td class='image.jpg'>Content,<td class='image.jpg'>Content</td>
<a><tr>List Item</a></tr>,<tr><a>List Item</a></tr>
<a href='header'>Text,<a href='header'>Text</a>
<p alt='container'>Title,<p alt='container'>Title</p>
<h2 class='link.html'>Link,<h2 class='link.html'>Link</h2>
<p alt=image.jpg>Text</p>,<p alt='image.jpg'>Text</p>
<tr><li>Data</tr></li>,<li><tr>Data</tr></li>
<a class=link.html>Text</a>,<a class='link.html'>Text</a>
<table id='header'>Text,<table id='header'>Text</table>
<h1><tr>List Item</h1></tr>,<tr><h1>List Item</h1></tr>
<p id='image.jpg'>Link,<p id='image.jpg'>Link</p>
<li src=container>Text</li>,<li src='container'>Text</li>
<li style='description'>Content,<li style='description'>Content</li>
<table alt=width:100px>Data</table>,<table alt='width:100px'>Data</table>
<h2 alt=container>Hello</h2>,<h2 alt='container'>Hello</h2>
<p href=image.jpg>List Item</p>,<p href='image.jpg'>List Item</p>
<h2 style='width:100px'>Text,<h2 style='width:100px'>Text</h2>
<ul href='width:100px'>Text,<ul href='width:100px'>Text</ul>
<span style='description'>Title,<span style='description'>Title</span>
<h2 href='description'>Content,<h2 href='description'>Content</h2>
<ul id='link.html'>Hello,<ul id='link.html'>Hello</ul>
<h2><h3>List Item</h2></h3>,<h3><h2>List Item</h2></h3>
<h1 id=image.jpg>Hello</h1>,<h1 id='image.jpg'>Hello</h1>
<li style=width:100px>Title</li>,<li style='width:100px'>Title</li>
<h1 class='container'>Content,<h1 class='container'>Content</h1>
<h1><ul>Content</h1></ul>,<ul><h1>Content</h1></ul>
<a><h3>List Item</a></h3>,<h3><a>List Item</a></h3>
<p id=link.html>Content</p>,<p id='link.html'>Content</p>
<div alt=image.jpg>Text</div>,<div alt='image.jpg'>Text</div>
<h2 style='description'>List Item,<h2 style='description'>List Item</h2>
<h3 style='width:100px'>Data,<h3 style='width:100px'>Data</h3>
<p id=link.html>Link</p>,<p id='link.html'>Link</p>
<h1 id='header'>Link,<h1 id='header'>Link</h1>
<p><table>Title</p></table>,<table><p>Title</p></table>
<tr style=link.html>List Item</tr>,<tr style='link.html'>List Item</tr>
<tr class=image.jpg>List Item</tr>,<tr class='image.jpg'>List Item</tr>
<td alt='container'>Data,<td alt='container'>Data</td>
<p alt='header'>Link,<p alt='header'>Link</p>
<div style=link.html>Content</div>,<div style='link.html'>Content</div>
<ul src='description'>Link,<ul src='description'>Link</ul>
<h2 style=link.html>Text</h2>,<h2 style='link.html'>Text</h2>
<table class='link.html'>Content,<table class='link.html'>Content</table>
<a src='description'>Title,<a src='description'>Title</a>
<li style='description'>Data,<li style='description'>Data</li>
<td><ul>Data</td></ul>,<ul><td>Data</td></ul>
<table src='header'>Link,<table src='header'>Link</table>
<div><p>Hello</div></p>,<p><div>Hello</div></p>
<h1 style=container>Title</h1>,<h1 style='container'>Title</h1>
<h2 alt='description'>Data,<h2 alt='description'>Data</h2>
<div href=description>Content</div>,<div href='description'>Content</div>
<h2><ul>Hello</h2></ul>,<ul><h2>Hello</h2></ul>
<div id='description'>Link,<div id='description'>Link</div>
<td href='link.html'>Text,<td href='link.html'>Text</td>
<td src=description>Content</td>,<td src='description'>Content</td>
<tr href=link.html>Data</tr>,<tr href='link.html'>Data</tr>
<table><tr>Text</table></tr>,<tr><table>Text</table></tr>
<li style='image.jpg'>Title,<li style='image.jpg'>Title</li>
<h2 src=container>Content</h2>,<h2 src='container'>Content</h2>
<a alt='description'>Text,<a alt='description'>Text</a>
<tr alt='image.jpg'>Data,<tr alt='image.jpg'>Data</tr>
<ul><h2>Data</ul></h2>,<h2><ul>Data</ul></h2>
<span style=width:100px>Link</span>,<span style='width:100px'>Link</span>
<td alt=header>Hello</td>,<td alt='header'>Hello</td>
<a style='container'>Hello,<a style='container'>Hello</a>
<h3 id='header'>Data,<h3 id='header'>Data</h3>
<table id='description'>Title,<table id='description'>Title</table>
<h3 href=container>Data</h3>,<h3 href='container'>Data</h3>
<div style='image.jpg'>Data,<div style='image.jpg'>Data</div>
<tr href=link.html>Link</tr>,<tr href='link.html'>Link</tr>
<td style='container'>Hello,<td style='container'>Hello</td>
<h2 style='container'>Link,<h2 style='container'>Link</h2>
<h2 alt=image.jpg>Link</h2>,<h2 alt='image.jpg'>Link</h2>
<a alt='container'>Hello,<a alt='container'>Hello</a>
<table><ul>Data</table></ul>,<ul><table>Data</table></ul>
<td><span>List Item</td></span>,<span><td>List Item</td></span>
<a style=width:100px>Link</a>,<a style='width:100px'>Link</a>
<h1 src=link.html>List Item</h1>,<h1 src='link.html'>List Item</h1>
<tr alt=image.jpg>Link</tr>,<tr alt='image.jpg'>Link</tr>
<td src=image.jpg>Text</td>,<td src='image.jpg'>Text</td>
<span src='description'>Title,<span src='description'>Title</span>
<li src=link.html>Link</li>,<li src='link.html'>Link</li>
<td src='container'>Hello,<td src='container'>Hello</td>
<h3 href=width:100px>Link</h3>,<h3 href='width:100px'>Link</h3>
<a><div>List Item</a></div>,<div><a>List Item</a></div>
<a><p>Title</a></p>,<p><a>Title</a></p>
<p class=image.jpg>Title</p>,<p class='image.jpg'>Title</p>
<p><li>Title</p></li>,<li><p>Title</p></li>
<a src=link.html>Data</a>,<a src='link.html'>Data</a>
<tr><td>Content</tr></td>,<td><tr>Content</tr></td>
<span style='image.jpg'>Link,<span style='image.jpg'>Link</span>
<table href=header>Data</table>,<table href='header'>Data</table>
<li class='container'>Title,<li class='container'>Title</li>
<h1><a>Text</h1></a>,<a><h1>Text</h1></a>
<tr src=image.jpg>List Item</tr>,<tr src='image.jpg'>List Item</tr>
